标题,作者,点赞,点击,评论,收藏,url,date
Summer Daylight,Summerdaylight,41,"1,379",8,4,https://archiveofourown.org/works/53686123,11 Feb 2024
深得名分,ybdj,14,525,2,1,https://archiveofourown.org/works/55969927,17 May 2024
逆反,TakayoWhite,14,263,0,1,https://archiveofourown.org/works/57430975,16 Jul 2024
关于夏天的事,Summerdaylight,26,390,0,0,https://archiveofourown.org/works/57269725,10 Jul 2024
【恋与深空】一不小心把妹妹睡了,HazelSvent,250,"12,048",8,15,https://archiveofourown.org/works/53813071,15 Feb 2024
【恋与深空】金缕衣,Leejunjue,7,506,0,0,https://archiveofourown.org/works/53991964,22 Feb 2024
狗只有在被需要的时候才算好狗,doginsleep,14,717,1,3,https://archiveofourown.org/works/53991085,22 Feb 2024
玫瑰,WLzhuyun,78,"2,594",9,7,https://archiveofourown.org/works/53814145,15 Feb 2024
【恋与深空】金缕衣,Leejunjue,7,506,0,0,https://archiveofourown.org/works/53991964,22 Feb 2024
当珍宝长出翅膀,Bacy0722,2,38,0,0,https://archiveofourown.org/works/57811696,31 Jul 2024
仲夏夜之梦,windwhisperer,3,83,0,0,https://archiveofourown.org/works/56046220,20 May 2024
哥哥其实是抖s吧,Suihwen,247,"15,694",6,5,https://archiveofourown.org/works/53284102,28 Jan 2024
壁橱骷髅 Skeletons in the Closet,I_for_Ida,13,411,1,0,https://archiveofourown.org/works/55612129,04 May 2024
重逢,MYHN_A,2,35,0,0,https://archiveofourown.org/works/58469776,26 Aug 2024
情难自已,Hytro,19,762,0,0,https://archiveofourown.org/works/53936896,20 Feb 2024
分手了也要一起回家吃饭,Suihwen,94,"5,359",5,1,https://archiveofourown.org/works/53221222,22 Jan 2024
恋与深空｜触梦,bennini,58,"3,569",0,0,https://archiveofourown.org/works/53860399,17 Feb 2024
【恋与深空】蓄意勾引,福林linnn (linnn66),77,"3,708",2,7,https://archiveofourown.org/works/53966113,21 Feb 2024
控制,QS0814,0,286,0,0,https://archiveofourown.org/works/57417754,24 May 2024
哥哥 帮帮我嘛,Suihwen,77,"7,049",0,2,https://archiveofourown.org/works/53403934,30 Jan 2024
边缘,lushui_mio,13,434,0,1,https://archiveofourown.org/works/58037890,09 Aug 2024
欲盖弥彰,eaaammmm,17,674,10,2,https://archiveofourown.org/works/56114515,23 May 2024
落日 电影 期待已久的成人礼,UltraV,20,477,2,0,https://archiveofourown.org/works/55668100,04 May 2024
此后夏日绵长,Bacy0722,3,36,0,0,https://archiveofourown.org/works/57812008,31 Jul 2024
水窒息,Zimizhou,11,649,4,1,https://archiveofourown.org/works/54244252,04 Mar 2024
【夏黎】猫,ssserenade,16,522,6,1,https://archiveofourown.org/works/57516004,19 Jul 2024
草莓慕斯,eaaammmm,12,414,0,1,https://archiveofourown.org/works/56895538,25 Jun 2024
发现哥去相亲后把哥强制爱了,Loyal_Minister,28,685,5,2,https://archiveofourown.org/works/55149157,12 Apr 2024
于情于理,IrisShahn,7,123,4,1,https://archiveofourown.org/works/57610555,23 Jul 2024
【520賀文】【哥x黎】他俩谈上了？,ELTH77,13,469,2,1,https://archiveofourown.org/works/56020009,19 May 2024
禁果,alvis630930,15,"1,010",0,2,https://archiveofourown.org/works/54102943,27 Feb 2024
【哥x黎】双人舞,ELTH77,17,414,0,1,https://archiveofourown.org/works/57480103,19 Jul 2024
【哥x黎】爱与被爱,ELTH77,13,445,0,1,https://archiveofourown.org/works/55884877,14 May 2024
发现哥去相亲后把哥强制爱了,Loyal_Minister,28,685,5,2,https://archiveofourown.org/works/55149157,12 Apr 2024
【哥x黎】軍中紀事,ELTH77,14,800,0,0,https://archiveofourown.org/works/56140567,27 May 2024
【六一贺文】【哥x黎】小狗与小猫,ELTH77,14,333,0,1,https://archiveofourown.org/works/56182459,01 Jun 2024
伊甸日志,LinneaYi,26,"2,039",0,1,https://archiveofourown.org/works/53778058,14 Feb 2024
竹马vs哥哥,senka67,23,793,1,1,https://archiveofourown.org/works/58351996,21 Aug 2024
【乙女腐】我也是你们play中的一环吗？,eaaammmm,28,963,1,1,https://archiveofourown.org/works/55856272,12 May 2024
【哥x黎】神明的爱,ELTH77,13,318,2,1,https://archiveofourown.org/works/56858038,24 Jun 2024
【七夕贺文】【哥x黎】大胆说爱,ELTH77,9,360,2,1,https://archiveofourown.org/works/58053442,09 Aug 2024
Wrapped up in LIBIDO,UltraV,9,183,0,0,https://archiveofourown.org/works/55796824,09 May 2024
猜猜我是谁,eaaammmm,19,401,4,1,https://archiveofourown.org/works/56048953,20 May 2024
【哥x黎】心动失温,ELTH77,14,522,4,0,https://archiveofourown.org/works/56930584,27 Jun 2024
【哥x黎】温度,ELTH77,13,581,2,1,https://archiveofourown.org/works/55877755,13 May 2024
【哥x黎】黎明將至,ELTH77,22,795,4,0,https://archiveofourown.org/works/56381533,13 Jun 2024
下班,eaaammmm,16,630,7,1,https://archiveofourown.org/works/55670998,04 May 2024
【哥x黎】巧克力日,ELTH77,15,428,0,1,https://archiveofourown.org/works/57047062,07 Jul 2024
【恋与深空】三欢喜,yui9493,85,"6,445",2,5,https://archiveofourown.org/works/54718723,25 Mar 2024
【哥x黎】巧克力日,ELTH77,15,428,0,1,https://archiveofourown.org/works/57047062,07 Jul 2024
【恋与深空】烈酒融冰，浅尝禁果,maoqiu1230,53,"3,728",8,2,https://archiveofourown.org/works/54125008,29 Feb 2024
第三百六十五种可能,DuDu0330,78,"3,606",3,2,https://archiveofourown.org/works/54451612,13 Mar 2024
切肤之痛,tocolate,4,314,3,1,https://archiveofourown.org/works/54957064,04 Apr 2024
哥妹小事·初夜篇,moon_dumpling,24,"1,239",14,2,https://archiveofourown.org/works/54026812,24 Feb 2024
昼与星,Summerdaylight,827,"24,882",173,56,https://archiveofourown.org/works/53686378,18 May 2024
【半熟木瓜】,JiuMengXingHe,111,"2,657",11,11,https://archiveofourown.org/works/56065810,21 May 2024
【恋与深空】别无异心,福林linnn (linnn66),166,"5,756",5,10,https://archiveofourown.org/works/54220867,03 Mar 2024
[恋与深空]不知魇足,bfd1115,671,"39,869",30,48,https://archiveofourown.org/works/53668447,10 Feb 2024
同学录,IrisShahn,10,277,3,2,https://archiveofourown.org/works/54333382,08 Mar 2024
雪地里相爱,LinneaYi,11,292,3,2,https://archiveofourown.org/works/53640916,09 Feb 2024
雀舌香,Faimjzzyjzw,12,"1,277",0,0,https://archiveofourown.org/works/55647445,03 May 2024
【恋与深空】第二夜,reeeeedmoon,131,"3,822",13,10,https://archiveofourown.org/works/57047926,07 Jul 2024
【哥x黎】追星爱情,ELTH77,15,452,0,0,https://archiveofourown.org/works/57709837,27 Jul 2024
精油香气,Jasmine_rain33,125,"6,543",3,7,https://archiveofourown.org/works/54242713,04 Mar 2024
PHONE & DOG,QS0814,10,600,1,3,https://archiveofourown.org/works/57457669,16 Jul 2024
在黄昏和黎明之间,Siwoo_00,6,121,0,0,https://archiveofourown.org/works/53716066,12 Feb 2024
【恋与深空】野草莓,reeeeedmoon,181,"7,393",11,8,https://archiveofourown.org/works/54977008,05 Apr 2024
非常规挺入·黏腻,Fluoriteum_zz,23,"1,270",0,0,https://archiveofourown.org/works/58326907,20 Aug 2024
【恋与深空】他们热衷的性爱场所,ChenBoLa,197,"24,842",1,6,https://archiveofourown.org/works/53694106,11 Feb 2024
夏天就要到了，小黑蛇（高H）,YiZhen1210,6,"1,053",1,2,https://archiveofourown.org/works/55169809,13 Apr 2024
罪与罚,QS0814,14,928,0,3,https://archiveofourown.org/works/57270166,24 May 2024
千百次欲言又止的悲伤与唯一提起一次的欺骗,NIHENN22,9,217,0,0,https://archiveofourown.org/works/54420403,12 Mar 2024
夏躁,YiZhen1210,9,396,0,0,https://archiveofourown.org/works/57316267,12 Jul 2024
兄妹共犯,可爱的电车沿线 (BoHe_Saudades),5,378,0,0,https://archiveofourown.org/works/56741797,18 Jun 2024
彩虹尽头,Lady豫 (leidiyu),3,137,0,0,https://archiveofourown.org/works/55168210,25 Apr 2024
和哥哥的初尝禁果,LittleCatBone,4,257,0,0,https://archiveofourown.org/works/58024489,08 Aug 2024
婚礼前夜里，洞房花烛时,tangliang,32,"1,577",1,2,https://archiveofourown.org/works/53780569,14 Feb 2024
在黄昏和黎明之间,Siwoo_00,6,121,0,0,https://archiveofourown.org/works/53716066,12 Feb 2024
他是从什么时候开始喜欢你的,YiZhen1210,2,108,0,0,https://archiveofourown.org/works/54030517,24 Feb 2024
OTTO-CSE（520版）,MouzhixiaoXian,2,114,1,0,https://archiveofourown.org/works/56049574,20 May 2024
【恋与深空】在临空做魔法少女的那些年,Pcnini,108,"3,547",12,11,https://archiveofourown.org/works/57988828,26 Aug 2024
无声原野,Jasmine_rain33,1,107,0,0,https://archiveofourown.org/works/55200835,20 Apr 2024
【恋与深空】不要随便让男人送你回家,FISH66,465,"15,411",34,16,https://archiveofourown.org/works/53622658,08 Feb 2024
探眠,YiZhen1210,0,77,0,0,https://archiveofourown.org/works/54030592,24 Feb 2024
关于你被沈星回强制爱这件事,wxy218,28,"1,834",2,0,https://archiveofourown.org/works/54883345,01 Apr 2024
三人行，必有我湿焉,Aurora8023,34,"2,473",1,2,https://archiveofourown.org/works/56856850,23 Jun 2024
汪汪喵喵,QS0814,21,906,0,1,https://archiveofourown.org/works/57266773,06 Jul 2024
错位,JojoX,0,84,0,0,https://archiveofourown.org/works/56848135,24 Jun 2024
边吃边做（h）厨房/餐厅play,YiZhen1210,49,"5,090",1,4,https://archiveofourown.org/works/53545825,05 Feb 2024
不可降解之夏,cherrit_eran,1,180,0,0,https://archiveofourown.org/works/54105994,27 Feb 2024
恋与深空 恋爱也要996 1,Enchanter_xi,76,"8,067",1,1,https://archiveofourown.org/works/54027547,24 Feb 2024
（All）裙下之臣–chapter1,Jasmine_Louis,22,"1,992",1,0,https://archiveofourown.org/works/53797510,14 Feb 2024
拙,Summerdaylight,489,"15,322",74,49,https://archiveofourown.org/works/57480175,23 Aug 2024
黑匣子（恋与深空同人）,MouzhixiaoXian,169,"5,813",20,13,https://archiveofourown.org/works/51960004,01 Dec 2023
【哥梨鸦×你】动态平衡,Putaonut,24,812,2,1,https://archiveofourown.org/works/57676000,26 Jul 2024
与梦同频（h）,YiZhen1210,51,"4,080",2,1,https://archiveofourown.org/works/53492938,03 Feb 2024
面对捆绑之时,tantan999,5,"1,357",0,1,https://archiveofourown.org/works/54148324,29 Feb 2024
——不再失去。——,alwaysharper,1,153,0,0,https://archiveofourown.org/works/54117832,29 Feb 2024
沉醉,Q_X,3,221,0,0,https://archiveofourown.org/works/56111947,23 May 2024
晨昏线（恋与深空同人）,MouzhixiaoXian,20,"1,105",6,5,https://archiveofourown.org/works/53719942,12 Feb 2024
[恋与深空]衣帽间会长出乌鸦吗？（秦你夏）,Minami87,16,"2,171",0,1,https://archiveofourown.org/works/57290965,11 Jul 2024
[恋与深空]突然变成魅魔了怎么办,wxy218,420,"11,360",5,10,https://archiveofourown.org/works/55319965,19 Apr 2024
【恋与深空】下流情欲（全员）,Xzwasmdd911,30,779,6,5,https://archiveofourown.org/works/58417777,24 Aug 2024
不做选择,Thirteen_Roses,45,"1,837",3,6,https://archiveofourown.org/works/55162504,17 Apr 2024
恋与深空｜难恕,Flaustine,"1,738","41,938",87,79,https://archiveofourown.org/works/54013507,27 Mar 2024
全员恶人【恋与深空】,YayoiHomura,52,"2,070",3,3,https://archiveofourown.org/works/54060505,25 Feb 2024
[恋与深空all向]生理期被误以为发情了怎么办,wxy218,35,"4,967",1,0,https://archiveofourown.org/works/55251097,23 Apr 2024
当房间里只剩下我和我哥但系统提示依然有人对我心怀不轨,Lady豫 (leidiyu),24,791,2,3,https://archiveofourown.org/works/54414958,12 Mar 2024
胡萝卜如何成为一生之敌,windwhisperer,7,198,2,0,https://archiveofourown.org/works/55205968,14 Apr 2024
守口如瓶,tfjds,28,292,1,2,https://archiveofourown.org/works/54134743,28 Feb 2024
暗恋,Oneyue,5,355,0,0,https://archiveofourown.org/works/57141055,05 Jul 2024
当房间里只剩下我和我哥但系统提示依然有人对我心怀不轨,Lady豫 (leidiyu),24,791,2,3,https://archiveofourown.org/works/54414958,12 Mar 2024
【新娘手书】,JiuMengXingHe,313,"11,632",30,43,https://archiveofourown.org/works/55629940,02 May 2024
从零开始的修仙生活,Jasmine_rain33,7,344,2,0,https://archiveofourown.org/works/54392086,12 Mar 2024
【恋与深空】回家的诱惑,aimu521,7,467,0,0,https://archiveofourown.org/works/55417105,23 Apr 2024
前男友，现男友，绯闻男友,KangSeeU,77,"2,623",14,3,https://archiveofourown.org/works/53817946,15 Feb 2024
【黎深×你】《罪人》,Beka0216,10,823,0,0,https://archiveofourown.org/works/54379843,10 Mar 2024
we're all eating each other,suzhi137,26,543,3,2,https://archiveofourown.org/works/54576073,22 Apr 2024
【恋与深空GB】临空市海王,buyan,377,"10,106",55,28,https://archiveofourown.org/works/55642558,13 Aug 2024
【黎深×你】《罪人》,Beka0216,5,783,0,0,https://archiveofourown.org/works/54379822,10 Mar 2024
哀的美敦书,tfjds,145,"3,551",23,19,https://archiveofourown.org/works/54586768,02 Jul 2024
夏末的潮,Siwoo_00,11,386,2,0,https://archiveofourown.org/works/53641003,09 Feb 2024
幻日,临空掌管老式煤气灶的大乱炖厨子 (AstoriaLin),0,124,0,0,https://archiveofourown.org/works/53968642,29 Feb 2024
It's Not Gay (We Just Did a Three-Way),yang_an,79,"1,278",6,7,https://archiveofourown.org/works/54399805,11 Mar 2024
【恋与深空】全员向 穿梭的你,LilyL_216,42,"1,614",0,6,https://archiveofourown.org/works/58342147,21 Aug 2024
【恋与深空】隔墙花,lumianlin,"3,854","72,281",222,148,https://archiveofourown.org/works/53498713,13 Mar 2024
【恋与深空】—全员修罗场,无意丿潇湘 (c1037164725),62,"5,362",2,6,https://archiveofourown.org/works/53963464,21 Feb 2024
【恋与深空】我的23岁男房客,lumianlin,98,"2,032",22,11,https://archiveofourown.org/works/58278307,19 Aug 2024
被山遮断,Umoon,119,"3,863",75,13,https://archiveofourown.org/works/54196879,25 Mar 2024
《我是深空万人迷》,AS772,32,"1,878",21,5,https://archiveofourown.org/works/55081960,23 May 2024
「恋与深空」《上瘾》,TingY7ii,292,"10,492",10,24,https://archiveofourown.org/works/57871552,08 Aug 2024
【恋与深空/GB】过个嘴瘾,hujiujiujiuzhi,3,294,0,0,https://archiveofourown.org/works/58408852,23 Aug 2024
【深空全员|娱乐圈au】无耻之徒,SherrinY,4,572,0,2,https://archiveofourown.org/works/57425299,16 Jul 2024
【黎深x你】最佳匹配【哨向】,JoannaMink,99,"1,890",5,15,https://archiveofourown.org/works/55751413,01 Jun 2024
混战,fence08,52,"1,251",11,5,https://archiveofourown.org/works/54045553,30 Mar 2024
灭螂药,orphan_account,9,653,0,0,https://archiveofourown.org/works/56882527,24 Jun 2024
“该离开乙游的是你们乙小妹吧”,orphan_account,31,907,0,0,https://archiveofourown.org/works/56882986,24 Jun 2024
唯一的姐！,orphan_account,1,644,0,0,https://archiveofourown.org/works/56883166,24 Jun 2024
【夜宴迈巴赫】黎深/沈星回第一篇已完结,秦桑 (Isotope12),"1,102","40,406",16,30,https://archiveofourown.org/works/53542339,08 Feb 2024
穿越恋与深空之直面修罗场,Rmthedg,54,"1,804",11,5,https://archiveofourown.org/works/58067545,11 Aug 2024
【水果组】编外情人,beizhou0505,70,"3,270",13,11,https://archiveofourown.org/works/54693670,24 Mar 2024
恋与催眠,harumasaki,507,"25,412",18,42,https://archiveofourown.org/works/53614081,09 Feb 2024
黎深丨绿皮火车,couldhavebeenanyone,28,"1,830",0,1,https://archiveofourown.org/works/53479015,02 Feb 2024
【恋与深空】十日谈(秦彻×你)(黎深×你),未找到作者,25,"1,313",3,4,https://archiveofourown.org/works/57663805,07 Aug 2024
光夜/深空GB 标记他吧,JL0919,45,"1,448",6,6,https://archiveofourown.org/works/58243984,17 Aug 2024
【国乙大乱斗版】你的高中生活,Rainie_moon,114,"6,436",3,1,https://archiveofourown.org/works/55463131,04 Jul 2024
【黎深×你】《太医和他的小暴君》,考拉不卖萌 (KoalaCute),1,150,0,1,https://archiveofourown.org/works/56349322,02 Jun 2024
The Hunter and The Healer,Claudiawulala,2,63,0,0,https://archiveofourown.org/works/55709206,05 May 2024
【恋与深空】水煎包合集,Afterglow0222,45,"4,531",0,3,https://archiveofourown.org/works/57579019,22 Jul 2024
【鸦鱼七夕贺文】三日情人,Dr_xiao233,11,520,2,2,https://archiveofourown.org/works/58036852,09 Aug 2024
Telekinesis,TojiFushiguro,101,"1,877",1,10,https://archiveofourown.org/works/58117510,12 Aug 2024
【深空全员】《临空市一中优秀教师》,Hezoe_523,21,844,0,0,https://archiveofourown.org/works/57321703,18 Jul 2024
前排兜售灭蟑螂药消毒水,orphan_account,31,"1,456",0,0,https://archiveofourown.org/works/56882713,24 Jun 2024
【秦彻/黎深x你】🦋黎深是丈夫，秦彻是情夫,YuffieZ,966,"25,937",200,77,https://archiveofourown.org/works/57522409,01 Aug 2024
【恋与深空ALL&我】猎人小姐的站街日记,flame0A0,268,"7,896",66,26,https://archiveofourown.org/works/57587668,01 Aug 2024
蟑螂药,orphan_account,4,995,0,0,https://archiveofourown.org/works/56882482,24 Jun 2024
踩,orphan_account,16,"1,062",0,0,https://archiveofourown.org/works/56882410,24 Jun 2024
成年礼,Umoon,48,"1,371",2,2,https://archiveofourown.org/works/54464476,14 Mar 2024
【深空全员】《小狗塔罗》,Hezoe_523,41,"4,701",1,0,https://archiveofourown.org/works/56180530,14 Jul 2024
【深空全员】《小狗禁食期》,Hezoe_523,"1,157","104,187",242,115,https://archiveofourown.org/works/54351061,20 Jul 2024
肋骨/夏娃,shiroiyuririn,9,333,1,0,https://archiveofourown.org/works/54808033,29 Mar 2024
Bad Blood,superxixiyizhixi,8,370,1,2,https://archiveofourown.org/works/54707227,25 Mar 2024
【恋与深空】你们拥有同一只性瘾小狗,Hezoe_523,271,"27,308",18,41,https://archiveofourown.org/works/54317806,07 Mar 2024
【黎深】同频共振,fusehabitat,52,"3,429",25,7,https://archiveofourown.org/works/55697704,19 Aug 2024
【黎深X我】在哥哥眼皮底下的恋爱攻略,little_cui,255,"10,859",8,12,https://archiveofourown.org/works/53518873,05 Feb 2024
【秦彻/薛明薛影x你】老大的女人真的碰不得么？,YuffieZ,777,"25,861",37,71,https://archiveofourown.org/works/57505630,19 Jul 2024
【深空修罗场】《魅魔十六日》,Hezoe_523,65,"6,930",10,2,https://archiveofourown.org/works/55968553,22 Aug 2024
【你x黎深】怪物,ushin,13,394,4,0,https://archiveofourown.org/works/55142884,12 Apr 2024
【宝可梦朱紫/春乌栗】Inescapability,WhiteRaven_1223,3,136,0,1,https://archiveofourown.org/works/53422417,31 Jan 2024
【程小时】仲夏夜巡礼,BamBooYuki,4,289,0,0,https://archiveofourown.org/works/42488958,19 Oct 2022
【恋与深空 全员当哥】骨科太香了所以让大家都变成哥哥,aimu521,16,"1,700",0,1,https://archiveofourown.org/works/55197787,21 Apr 2024
【恋与深空】不小心穿进乙游发现竟是po文版,Drowning_garlic_all_over_the_world,118,"8,360",2,1,https://archiveofourown.org/works/53833237,16 Feb 2024
可抵深痛,Lupei,27,"2,070",0,4,https://archiveofourown.org/works/42809874,02 Nov 2022
【茸DIO】祈雨,AirGuitar,0,194,0,0,https://archiveofourown.org/works/46980811,06 May 2023
燃夏夜,timi,4,80,0,0,https://archiveofourown.org/works/52776538,03 Jan 2024
【黎深】暗恋的二三事,9_luluovo,46,"2,794",2,3,https://archiveofourown.org/works/54697654,24 Mar 2024
【遇见永无岛】坠落于黑夜,Leeeeeee5972,4,559,0,0,https://archiveofourown.org/works/18893902,20 May 2019
【忧国/福莫/兄长组】New Moon 朔月,DesPluiesSaphir,21,"1,535",6,2,https://archiveofourown.org/works/35507629,28 Dec 2021
【恋与深空／你x黎深GB向】Silhouettes of You,cyrialec,59,"1,992",34,6,https://archiveofourown.org/works/53922172,01 Jul 2024
青梅竹马的哥哥分化成Omega了,Huimieaaaaa,18,"1,034",2,2,https://archiveofourown.org/works/57934036,14 Aug 2024
【主黎深×你含all你】疗愈,wyqbccm,70,"1,888",2,5,https://archiveofourown.org/works/54829798,07 Apr 2024
能饮一杯无？,zuoyexingchen943,21,553,13,2,https://archiveofourown.org/works/50666494,08 Oct 2023
白矮星单恋,SevenSand,3,19,0,0,https://archiveofourown.org/works/53834200,16 Feb 2024
【山海经】山海不可平,SuiYuanCunWenJun,10,608,0,1,https://archiveofourown.org/works/22914727,26 Feb 2020
【ニキ燐】停电的盛夏午后,TravelAcrossEquatorAndPoles,17,714,2,3,https://archiveofourown.org/works/43963194,31 Dec 2022
【沈星回x师妹】心碎变曲·卡农,lunaticscarlet,34,720,6,2,https://archiveofourown.org/works/55452019,28 Apr 2024
【沈星回&秦彻x你】三十秒,Antova0106,8,361,0,1,https://archiveofourown.org/works/58476076,26 Aug 2024
风月不留,liangdeyu,6,"1,470",1,0,https://archiveofourown.org/works/37645249,10 Mar 2022
【钟离x你】唯有美食与爱不忍辜负,yon_k,31,"1,335",3,2,https://archiveofourown.org/works/44157634,09 Jan 2023
玎内 | 中老年人网恋被骗实录,Cheese_Cheers,49,918,9,6,https://archiveofourown.org/works/50058916,13 Sep 2023
【ibsm】谬论沼中,Hydrogen_Chloride,327,"16,819",16,45,https://archiveofourown.org/works/30633974,09 Nov 2022
黄昏と暁と はるかな恋　～ of dusk and dawn and a love beyond ～,mioh,22,805,2,4,https://archiveofourown.org/works/18036848,08 Mar 2019
小童话,asano_shion,11,"1,502",0,0,https://archiveofourown.org/works/26807908,04 Oct 2020
【赤黑】交换情书,golDencypress,25,435,11,3,https://archiveofourown.org/works/52138810,09 Dec 2023
直到大厦崩塌 高栾/郎贝,thebranchofDYSinSaintPetersburg,6,984,0,4,https://archiveofourown.org/works/43395105,31 Jul 2021
